Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
torso_link4,-0.0025153,3.1179E-07,0.35873,0,0,0,5.42,0.015187,7.199E-08,0.00054617,0.013478,-2.0225E-07,0.017316,0,0,0,0,0,0,package://R1/meshes/torso_link4.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/torso_link4.STL,,01_R1_PRO_component_URDF_20240904.stp-1/胸腔外壳.stp-1;01_R1_PRO_component_URDF_20240904.stp-1/头部组件.stp-1/12_头部中壳.stp-1;01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J1_URDF.stp-1;01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J1_URDF.stp-1,torso_link4,torso_joint4,torso_joint4,revolute,0,-0.12474,0,1.5708,0,0,torso_link3,0,0,-1,0,0,-3.0543,3.0543,,,,,,,,
left_arm_link1,0.020734,1.0846,-0.13577,0,0,0,88.406,18.293,-1.1026,0.001902,4.072,0.012714,17.876,0,0,0,0,0,0,package://R1/meshes/left_arm_link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link1.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J2_URDF.stp-1,left_arm_link1,left_arm_joint1,left_arm_joint1,revolute,-0.00033786,0.13608,0.27773,-1.5708,0,0,torso_link4,0,0,1,40,20.944,-2.8798,2.8798,,,,,,,,
left_arm_link2,-0.23622,-0.016352,0.00013272,0,0,0,0.52664,0.00060638,-0.00041817,-0.00014956,0.0075936,-8.0916E-06,0.0075712,0,0,0,0,0,0,package://R1/meshes/left_arm_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link2.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J3_URDF.stp-1,left_arm_link2,left_arm_joint2,left_arm_joint2,revolute,0,0,0.11185,-1.5708,0,0,left_arm_link1,0,0,1,40,20.944,0,3.2289,,,,,,,,
left_arm_link3,0.045114,-0.054616,0.00045585,0,0,0,0.42533,0.00060107,0.00022467,7.1198E-06,0.0013959,-9.7504E-06,0.0015027,0,0,0,0,0,0,package://R1/meshes/left_arm_link3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link3.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J4_URDF.stp-1,left_arm_link3,left_arm_joint3,left_arm_joint3,revolute,-0.34928,-0.019999,0,0,0,0,left_arm_link2,0,0,1,27,7.5398,-3.3161,0,,,,,,,,
left_arm_link4,8.1603E-07,-0.0023773,0.24285,0,0,0,0.17613,9.7044E-05,-5.3698E-09,-2.2378E-09,0.00010174,8.2619E-07,8.45E-05,0,0,0,0,0,0,package://R1/meshes/left_arm_link4.STL,1,1,1,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link4.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J5_URDF.stp-1,left_arm_link4,left_arm_joint4,left_arm_joint4,revolute,0.02735,-0.069767,0,-3.1416,1.5708,3.1416,left_arm_link3,0,0,1,7,25.133,-2.8798,2.8798,,,,,,,,
left_arm_link5,0.054309,3.4828E-05,0.0011809,0,0,0,0.15973,8.3999E-05,3.6184E-08,1.6234E-05,0.00011332,-9.2707E-08,9.8499E-05,0,0,0,0,0,0,package://R1/meshes/left_arm_link5.STL,1,1,1,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link5.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/J6_URDF.stp-1,left_arm_link5,left_arm_joint5,left_arm_joint5,revolute,0,-0.0025,0.2463,1.5708,-1.5703,0.0077846,left_arm_link4,0,0,1,7,25.133,-1.6581,1.6581,,,,,,,,
left_arm_link6,-1.4611E-07,6.6949E-08,-0.031107,0,0,0,0.24625,0.00016512,8.1954E-08,-5.3428E-10,9.8637E-05,-2.3917E-10,0.00017588,0,0,0,0,0,0,package://R1/meshes/left_arm_link6.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/left_arm_link6.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/Copy (2) of G1_GEN2_.stp-1,left_arm_link6,left_arm_joint6,left_arm_joint6,revolute,0.16215,6.8925E-05,-0.0024999,-1.5708,-0.0077846,-1.5702,left_arm_link5,0,0,1,7,25.133,-2.8798,2.8798,,,,,,,,
left_gripper_link1,-0.019586,-0.0055507,-0.015071,0,0,0,0.020196,2.4057E-06,-5.033E-08,3.9941E-07,6.4838E-06,-6.7746E-08,5.7118E-06,0,0,0,0,0,0,package://R1/meshes/left_gripper_link1.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/left_gripper_link1.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/Copy (4) of F1.stp-1,left_gripper_link1,left_gripper_axis1,left_gripper_axis1,prismatic,0.00012069,-0.013453,0.03689,1.5745,-1.5702,0.0041033,left_arm_link6,0,0,1,100,0.25,0,0.05,,,,,,,,
left_gripper_link2,-0.019593,-0.0055293,-0.015071,0,0,0,0.020196,2.4056E-06,-4.5884E-08,3.9934E-07,6.4839E-06,-6.8181E-08,5.7118E-06,0,0,0,0,0,0,package://R1/meshes/left_gripper_link2.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/left_gripper_link2.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.1.stp-1/Copy (3) of F1.stp-1,left_gripper_link2,left_gripper_axis2,left_gripper_axis2,prismatic,-0.00012054,0.013453,0.03689,-1.5671,-1.5702,0.0041033,left_arm_link6,0,0,-1,100,0.25,0,0.05,,,,,,,,
right_arm_link1,0.020139,-1.0857,-0.12795,0,0,0,88.406,18.294,1.0948,-0.010416,4.0718,0.12016,17.875,0,0,0,0,0,0,package://R1/meshes/right_arm_link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link1.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J2_URDF.stp-1,right_arm_link1,right_arm_joint1,right_arm_joint1,revolute,-0.0003367,-0.13609,0.27773,1.5786,-0.00054698,0,torso_link4,0,0.007783,0.99997,40,20.944,-2.8798,2.8798,,,,,,,,
right_arm_link2,-0.23622,-0.016354,0.00013181,0,0,0,0.52664,0.00060639,-0.00041823,-0.00014959,0.0075936,-8.0946E-06,0.0075712,0,0,0,0,0,0,package://R1/meshes/right_arm_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link2.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J3_URDF.stp-1,right_arm_link2,right_arm_joint2,right_arm_joint2,revolute,0,0.00087053,0.11185,-1.5786,0,-0.00054696,right_arm_link1,0,0,1,40,20.944,0,3.2289,,,,,,,,
right_arm_link3,0.045115,-0.054616,0.00045605,0,0,0,0.42533,0.00060107,0.00022466,7.1151E-06,0.0013959,-9.7494E-06,0.0015027,0,0,0,0,0,0,package://R1/meshes/right_arm_link3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link3.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J4_URDF.stp-1,right_arm_link3,right_arm_joint3,right_arm_joint3,revolute,-0.34928,-0.020001,0,0,0,0,right_arm_link2,0,0,1,27,7.5398,-3.3161,0,,,,,,,,
right_arm_link4,-8.1603E-07,0.0023773,0.24285,0,0,0,0.17613,9.7044E-05,-5.3698E-09,2.2378E-09,0.00010174,-8.2619E-07,8.45E-05,0,0,0,0,0,0,package://R1/meshes/right_arm_link4.STL,1,1,1,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link4.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J5_URDF.stp-1,right_arm_link4,right_arm_joint4,right_arm_joint4,revolute,0.02735,-0.069767,0,0,-1.5708,3.1416,right_arm_link3,0,0,1,7,25.133,-2.8798,2.8798,,,,,,,,
right_arm_link5,0.054309,-2.4377E-05,0.0011809,0,0,0,0.15973,8.4E-05,6.8153E-08,1.6234E-05,0.00011332,-1.104E-07,9.8499E-05,0,0,0,0,0,0,package://R1/meshes/right_arm_link5.STL,1,1,1,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link5.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/J6_URDF.stp-1,right_arm_link5,right_arm_joint5,right_arm_joint5,revolute,0,0.0025,0.2463,-1.5708,-1.5703,0.0077846,right_arm_link4,0,0,1,7,25.133,-1.6581,1.6581,,,,,,,,
right_arm_link6,-2.223E-08,-5.7207E-08,-0.031107,0,0,0,0.24625,0.00016512,-4.3557E-07,-5.7705E-10,9.864E-05,7.4373E-11,0.00017588,0,0,0,0,0,0,package://R1/meshes/right_arm_link6.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/right_arm_link6.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/Copy (1) of G1_GEN2_.stp-1,right_arm_link6,right_arm_joint6,right_arm_joint6,revolute,0.16215,-0.00010784,-0.0024999,1.5708,0,1.5703,right_arm_link5,0,0,1,7,25.133,-2.8798,2.8798,,,,,,,,
right_gripper_link1,-0.019593,-0.0055293,-0.015071,0,0,0,0.020196,2.4056E-06,-4.5884E-08,3.9934E-07,6.4839E-06,-6.8181E-08,5.7118E-06,0,0,0,0,0,0,package://R1/meshes/right_gripper_link1.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/right_gripper_link1.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/Copy (1) of F1.stp-1,right_gripper_link1,right_gripper_axis1,right_gripper_axis1,prismatic,-1.5963E-05,0.013454,0.03689,-1.5745,-1.5703,0.0037081,right_arm_link6,0,0,-1,100,0.25,0,0.05,,,,,,,,
right_gripper_link2,-0.019586,-0.0055507,-0.015071,0,0,0,0.020196,2.4057E-06,-5.033E-08,3.9941E-07,6.4838E-06,-6.7746E-08,5.7118E-06,0,0,0,0,0,0,package://R1/meshes/right_gripper_link2.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://R1/meshes/right_gripper_link2.STL,,01_R1_PRO_component_URDF_20240904.stp-1/A1_EVT3_URDF.2.stp-1/Copy (2) of F1.stp-1,right_gripper_link2,right_gripper_axis2,right_gripper_axis2,prismatic,1.5816E-05,-0.013454,0.03689,1.5671,-1.5703,0.0037081,right_arm_link6,0,0,1,100,0.25,0,0.05,,,,,,,,
